ID_BB_GLOBAL,FIELD,VALUE,SOURCE,TSTAMP
BBG00LYLGCB3,TICKER,ITAU,corp_pfd.dif,2022-12-02 18:15:13
BBG00LYLGDZ5,ID_BB_UNIQUE,COAU5026292,corp_pfd.dif,2022-12-02 18:15:13
BBG00LYLGDZ5,ID_CUSIP,AU5026292,corp_pfd.dif,2022-12-02 18:15:13
BBG00LYLGDZ5,ID_ISIN,XS1881538521,corp_pfd.dif,2022-12-02 18:15:13
BBG00LYLGDZ5,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00LYLGDZ5,NAME,ITAU UNIBANCO SA/NASSAU,corp_pfd.dif,2022-12-02 18:15:13
BBG00LYLGDZ5,TICKER,ITAU,corp_pfd.dif,2022-12-02 18:15:13
BBG00LZFT474,ID_BB_UNIQUE,COAU5376101,corp_pfd.dif,2022-12-02 18:15:13
BBG00LZFT474,ID_CUSIP,AU5376101,corp_pfd.dif,2022-12-02 18:15:13
BBG00LZFT474,ID_ISIN,CL0002473057,corp_pfd.dif,2022-12-02 18:15:13
BBG00LZFT474,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00LZFT474,NAME,EUROCAPITAL SA,corp_pfd.dif,2022-12-02 18:15:13
BBG00LZFT474,TICKER,BEURO,corp_pfd.dif,2022-12-02 18:15:13
BBG00M0PJG90,ID_BB_UNIQUE,COAU5885622,corp_pfd.dif,2022-12-02 18:15:13
BBG00M0PJG90,ID_CUSIP,AU5885622,corp_pfd.dif,2022-12-02 18:15:13
BBG00M0PJG90,ID_ISIN,XS1880450140,corp_pfd.dif,2022-12-02 18:15:13
BBG00M0PJG90,ID_SEDOL1,BD5GP53,corp_pfd.dif,2022-12-02 18:15:13
BBG00M0PJG90,NAME,COUNTRY GARDEN HLDGS,corp_pfd.dif,2022-12-02 18:15:13
BBG00M0PJG90,TICKER,COGARD,corp_pfd.dif,2022-12-02 18:15:13
BBG00M0PLMY6,ID_BB_UNIQUE,COAU5885697,corp_pfd.dif,2022-12-02 18:15:13
BBG00M0PLMY6,ID_CUSIP,AU5885697,corp_pfd.dif,2022-12-02 18:15:13
BBG00M0PLMY6,ID_ISIN,XS1883345719,corp_pfd.dif,2022-12-02 18:15:13
BBG00M0PLMY6,ID_SEDOL1,BFM4QH3,corp_pfd.dif,2022-12-02 18:15:13
BBG00M0PLMY6,NAME,EASY TACTIC LTD,corp_pfd.dif,2022-12-02 18:15:13
BBG00M0PLMY6,TICKER,GZRFPR,corp_pfd.dif,2022-12-02 18:15:13
BBG00M325016,ID_BB_UNIQUE,COAU6590916,corp_pfd.dif,2022-12-02 18:15:13
BBG00M325016,ID_CUSIP,AU6590916,corp_pfd.dif,2022-12-02 18:15:13
BBG00M325016,ID_ISIN,XS1887440870,corp_pfd.dif,2022-12-02 18:15:13
BBG00M325016,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00M325016,NAME,ITAU UNIBANCO SA/NASSAU,corp_pfd.dif,2022-12-02 18:15:13
BBG00M325016,TICKER,ITAU,corp_pfd.dif,2022-12-02 18:15:13
BBG00M326088,ID_BB_UNIQUE,COAU6592359,corp_pfd.dif,2022-12-02 18:15:13
BBG00M326088,ID_CUSIP,AU6592359,corp_pfd.dif,2022-12-02 18:15:13
BBG00M326088,ID_ISIN,XS1887441506,corp_pfd.dif,2022-12-02 18:15:13
BBG00M326088,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00M326088,NAME,ITAU UNIBANCO SA/NASSAU,corp_pfd.dif,2022-12-02 18:15:13
BBG00M326088,TICKER,ITAU,corp_pfd.dif,2022-12-02 18:15:13
BBG00M3J0PP3,ID_BB_UNIQUE,COAU6888831,corp_pfd.dif,2022-12-02 18:15:13
BBG00M3J0PP3,ID_CUSIP,AU6888831,corp_pfd.dif,2022-12-02 18:15:13
BBG00M3J0PP3,ID_ISIN,CL0002476530,corp_pfd.dif,2022-12-02 18:15:13
BBG00M3J0PP3,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00M3J0PP3,NAME,TANNER S FINANCIEROS SA,corp_pfd.dif,2022-12-02 18:15:13
BBG00M3J0PP3,TICKER,TANNER,corp_pfd.dif,2022-12-02 18:15:13
BBG00M3J0WG8,ID_BB_UNIQUE,COAU6888872,corp_pfd.dif,2022-12-02 18:15:13
BBG00M3J0WG8,ID_CUSIP,AU6888872,corp_pfd.dif,2022-12-02 18:15:13
BBG00M3J0WG8,ID_ISIN,CL0002477678,corp_pfd.dif,2022-12-02 18:15:13
BBG00M3J0WG8,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00M3J0WG8,NAME,EMBOTELLADORA ANDINA SA,corp_pfd.dif,2022-12-02 18:15:13
BBG00M3J0WG8,TICKER,ANDINA,corp_pfd.dif,2022-12-02 18:15:13
BBG00M6GNJH4,ID_BB_UNIQUE,COAU8752266,corp_pfd.dif,2022-12-02 18:15:13
BBG00M6GNJH4,ID_CUSIP,AU8752266,corp_pfd.dif,2022-12-02 18:15:13
BBG00M6GNJH4,ID_ISIN,XS1891434604,corp_pfd.dif,2022-12-02 18:15:13
BBG00M6GNJH4,ID_SEDOL1,BZ9NNK5,corp_pfd.dif,2022-12-02 18:15:13
BBG00M6GNJH4,NAME,SHIMAO GROUP HLDGS LTD,corp_pfd.dif,2022-12-02 18:15:13
BBG00M6GNJH4,TICKER,SHIMAO,corp_pfd.dif,2022-12-02 18:15:13
BBG00M7Z3GB5,ID_BB_UNIQUE,COAV0013558,corp_pfd.dif,2022-12-02 18:15:13
BBG00M7Z3GB5,ID_CUSIP,AV0013558,corp_pfd.dif,2022-12-02 18:15:13
BBG00M7Z3GB5,ID_ISIN,XS1894418356,corp_pfd.dif,2022-12-02 18:15:13
BBG00M7Z3GB5,ID_SEDOL1,BJ8CLS5,corp_pfd.dif,2022-12-02 18:15:13
BBG00M7Z3GB5,NAME,CHEERGAIN GROUP LTD,corp_pfd.dif,2022-12-02 18:15:13
BBG00M7Z3GB5,TICKER,CHINPR,corp_pfd.dif,2022-12-02 18:15:13
BBG00M866QT4,ID_BB_UNIQUE,COAV0291758,corp_pfd.dif,2022-12-02 18:15:13
BBG00M866QT4,ID_CUSIP,AV0291758,corp_pfd.dif,2022-12-02 18:15:13
BBG00M866QT4,ID_ISIN,CL0002479567,corp_pfd.dif,2022-12-02 18:15:13
BBG00M866QT4,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00M866QT4,NAME,INGEVEC SA,corp_pfd.dif,2022-12-02 18:15:13
BBG00M866QT4,TICKER,BINGE,corp_pfd.dif,2022-12-02 18:15:13
BBG00M99DNZ9,ID_BB_UNIQUE,COAV1618033,corp_pfd.dif,2022-12-02 18:15:13
BBG00M99DNZ9,ID_CUSIP,AV1618033,corp_pfd.dif,2022-12-02 18:15:13
BBG00M99DNZ9,ID_ISIN,ARESAT560015,corp_pfd.dif,2022-12-02 18:15:13
BBG00M99DNZ9,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00M99DNZ9,NAME,ESAT SA,corp_pfd.dif,2022-12-02 18:15:13
BBG00M99DNZ9,TICKER,ESATAR,corp_pfd.dif,2022-12-02 18:15:13
BBG00MC4WPY1,ID_BB_UNIQUE,COAV1890194,corp_pfd.dif,2022-12-02 18:15:13
BBG00MC4WPY1,ID_CUSIP,AV1890194,corp_pfd.dif,2022-12-02 18:15:13
BBG00MC4WPY1,ID_ISIN,MX95FE040160,corp_pfd.dif,2022-12-02 18:15:13
BBG00MC4WPY1,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MC4WPY1,NAME,FOND ESP FIN AGROPECUA,corp_pfd.dif,2022-12-02 18:15:13
BBG00MC4WPY1,TICKER,FEFABM,corp_pfd.dif,2022-12-02 18:15:13
BBG00MC4XDM0,ID_BB_UNIQUE,COAV1890392,corp_pfd.dif,2022-12-02 18:15:13
BBG00MC4XDM0,ID_CUSIP,AV1890392,corp_pfd.dif,2022-12-02 18:15:13
BBG00MC4XDM0,ID_ISIN,MX95FE040186,corp_pfd.dif,2022-12-02 18:15:13
BBG00MC4XDM0,ID_SEDOL1,BKV5RS0,corp_pfd.dif,2022-12-02 18:15:13
BBG00MC4XDM0,NAME,FOND ESP FIN AGROPECUA,corp_pfd.dif,2022-12-02 18:15:13
BBG00MC4XDM0,TICKER,FEFABM,corp_pfd.dif,2022-12-02 18:15:13
BBG00MCM2BY5,ID_BB_UNIQUE,COAV2515048,corp_pfd.dif,2022-12-02 18:15:13
BBG00MCM2BY5,ID_CUSIP,AV2515048,corp_pfd.dif,2022-12-02 18:15:13
BBG00MCM2BY5,ID_ISIN,CL0002481738,corp_pfd.dif,2022-12-02 18:15:13
BBG00MCM2BY5,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MCM2BY5,NAME,CELULOSA ARAUCO CONSTITU,corp_pfd.dif,2022-12-02 18:15:13
BBG00MCM2BY5,TICKER,CELARA,corp_pfd.dif,2022-12-02 18:15:13
BBG00MCM2Y57,ID_BB_UNIQUE,COAV2519925,corp_pfd.dif,2022-12-02 18:15:13
BBG00MCM2Y57,ID_CUSIP,AV2519925,corp_pfd.dif,2022-12-02 18:15:13
BBG00MCM2Y57,ID_ISIN,CL0002481746,corp_pfd.dif,2022-12-02 18:15:13
BBG00MCM2Y57,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MCM2Y57,NAME,CELULOSA ARAUCO CONSTITU,corp_pfd.dif,2022-12-02 18:15:13
BBG00MCM2Y57,TICKER,CELARA,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXSKL6,ID_BB_UNIQUE,COAV3220762,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXSKL6,ID_CUSIP,AV3220762,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXSKL6,ID_ISIN,CL0002484229,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXSKL6,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXSKL6,NAME,FORUM SERVICIOS FINANCIE,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXSKL6,TICKER,FORSER,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXTQD1,ID_BB_UNIQUE,COAV3221208,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXTQD1,ID_CUSIP,AV3221208,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXTQD1,ID_ISIN, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXTQD1,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXTQD1,NAME,ITAU CORPBANCA,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXTQD1,TICKER,CORBAN,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXTWM8,ID_BB_UNIQUE,COAV3221307,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXTWM8,ID_CUSIP,AV3221307,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXTWM8,ID_ISIN, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXTWM8,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXTWM8,NAME,ITAU CORPBANCA,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXTWM8,TICKER,CORBAN,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXTYP1,ID_BB_UNIQUE,COAV3221398,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXTYP1,ID_CUSIP,AV3221398,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXTYP1,ID_ISIN, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXTYP1,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXTYP1,NAME,ITAU CORPBANCA,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXTYP1,TICKER,CORBAN,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXV1F1,ID_BB_UNIQUE,COAV3221422,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXV1F1,ID_CUSIP,AV3221422,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXV1F1,ID_ISIN, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXV1F1,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXV1F1,NAME,ITAU CORPBANCA,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXV1F1,TICKER,CORBAN,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXV3C0,ID_BB_UNIQUE,COAV3221877,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXV3C0,ID_CUSIP,AV3221877,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXV3C0,ID_ISIN, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXV3C0,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXV3C0,NAME,ITAU CORPBANCA,corp_pfd.dif,2022-12-02 18:15:13
BBG00MDXV3C0,TICKER,CORBAN,corp_pfd.dif,2022-12-02 18:15:13
BBG00MF25J58,ID_BB_UNIQUE,COAV3265288,corp_pfd.dif,2022-12-02 18:15:13
BBG00MF25J58,ID_CUSIP,AV3265288,corp_pfd.dif,2022-12-02 18:15:13
BBG00MF25J58,ID_ISIN,XS1903641600,corp_pfd.dif,2022-12-02 18:15:13
BBG00MF25J58,ID_SEDOL1,BYVTT95,corp_pfd.dif,2022-12-02 18:15:13
BBG00MF25J58,NAME,HONGKONG LAND NOTES CO L,corp_pfd.dif,2022-12-02 18:15:13
BBG00MF25J58,TICKER,HKLSP,corp_pfd.dif,2022-12-02 18:15:13
BBG00MFBP896,ID_BB_UNIQUE,COAV3673465,corp_pfd.dif,2022-12-02 18:15:13
BBG00MFBP896,ID_CUSIP,AV3673465,corp_pfd.dif,2022-12-02 18:15:13
BBG00MFBP896,ID_ISIN,XS1903671854,corp_pfd.dif,2022-12-02 18:15:13
BBG00MFBP896,ID_SEDOL1,BD5BTR8,corp_pfd.dif,2022-12-02 18:15:13
BBG00MFBP896,NAME,SCENERY JOURNEY LTD,corp_pfd.dif,2022-12-02 18:15:13
BBG00MFBP896,TICKER,TIANHL,corp_pfd.dif,2022-12-02 18:15:13
BBG00MFD7H38,ID_BB_UNIQUE,COAV3850493,corp_pfd.dif,2022-12-02 18:15:13
BBG00MFD7H38,ID_CUSIP,AV3850493,corp_pfd.dif,2022-12-02 18:15:13
BBG00MFD7H38,ID_ISIN,CL0002484609,corp_pfd.dif,2022-12-02 18:15:13
BBG00MFD7H38,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MFD7H38,NAME,CAJA COMP LOS HEROES,corp_pfd.dif,2022-12-02 18:15:13
BBG00MFD7H38,TICKER,BHER,corp_pfd.dif,2022-12-02 18:15:13
BBG00MGJQZW1,ID_BB_UNIQUE,COAV4483666,corp_pfd.dif,2022-12-02 18:15:13
BBG00MGJQZW1,ID_CUSIP,AV4483666,corp_pfd.dif,2022-12-02 18:15:13
BBG00MGJQZW1,ID_ISIN,MX91CR0A0018,corp_pfd.dif,2022-12-02 18:15:13
BBG00MGJQZW1,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MGJQZW1,NAME,CREDITO REAL/INVEX,corp_pfd.dif,2022-12-02 18:15:13
BBG00MGJQZW1,TICKER,CREACB,corp_pfd.dif,2022-12-02 18:15:13
BBG00MH8CNN6,ID_BB_UNIQUE,COAV5554374,corp_pfd.dif,2022-12-02 18:15:13
BBG00MH8CNN6,ID_CUSIP,AV5554374,corp_pfd.dif,2022-12-02 18:15:13
BBG00MH8CNN6,ID_ISIN,CL0002487842,corp_pfd.dif,2022-12-02 18:15:13
BBG00MH8CNN6,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MH8CNN6,NAME,BANCO SANTANDER CHILE,corp_pfd.dif,2022-12-02 18:15:13
BBG00MH8CNN6,TICKER,BSANCI,corp_pfd.dif,2022-12-02 18:15:13
BBG00MJ2CWN7,ID_BB_UNIQUE,COAV5819371,corp_pfd.dif,2022-12-02 18:15:13
BBG00MJ2CWN7,ID_CUSIP,AV5819371,corp_pfd.dif,2022-12-02 18:15:13
BBG00MJ2CWN7,ID_ISIN,CL0002484591,corp_pfd.dif,2022-12-02 18:15:13
BBG00MJ2CWN7,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MJ2CWN7,NAME,SOCIEDAD QUIMICA Y MINER,corp_pfd.dif,2022-12-02 18:15:13
BBG00MJ2CWN7,TICKER,SQM,corp_pfd.dif,2022-12-02 18:15:13
BBG00MJDS4S3,ID_BB_UNIQUE,COAV6026620,corp_pfd.dif,2022-12-02 18:15:13
BBG00MJDS4S3,ID_CUSIP,AV6026620,corp_pfd.dif,2022-12-02 18:15:13
BBG00MJDS4S3,ID_ISIN,XS1897163892,corp_pfd.dif,2022-12-02 18:15:13
BBG00MJDS4S3,ID_SEDOL1,BG5J188,corp_pfd.dif,2022-12-02 18:15:13
BBG00MJDS4S3,NAME,JABAL OMAR SUKUK,corp_pfd.dif,2022-12-02 18:15:13
BBG00MJDS4S3,TICKER,JOMAR,corp_pfd.dif,2022-12-02 18:15:13
BBG00MK2Q5Y7,ID_BB_UNIQUE,COAV6908470,corp_pfd.dif,2022-12-02 18:15:13
BBG00MK2Q5Y7,ID_CUSIP,92210KAC2,corp_pfd.dif,2022-12-02 18:15:13
BBG00MK2Q5Y7,ID_ISIN,US92210KAC27,corp_pfd.dif,2022-12-02 18:15:13
BBG00MK2Q5Y7,ID_SEDOL1,BHJVMZ1,corp_pfd.dif,2022-12-02 18:15:13
BBG00MK2Q5Y7,NAME,VANTAGE DRILL INTL,corp_pfd.dif,2022-12-02 18:15:13
BBG00MK2Q5Y7,TICKER,VTG,corp_pfd.dif,2022-12-02 18:15:13
BBG00MK2R8Q9,ID_BB_UNIQUE,COAV6908611,corp_pfd.dif,2022-12-02 18:15:13
BBG00MK2R8Q9,ID_CUSIP,AV6908611,corp_pfd.dif,2022-12-02 18:15:13
BBG00MK2R8Q9,ID_ISIN,USG9325CAB12,corp_pfd.dif,2022-12-02 18:15:13
BBG00MK2R8Q9,ID_SEDOL1,BDFSPZ9,corp_pfd.dif,2022-12-02 18:15:13
BBG00MK2R8Q9,NAME,VANTAGE DRILL INTL,corp_pfd.dif,2022-12-02 18:15:13
BBG00MK2R8Q9,TICKER,VTG,corp_pfd.dif,2022-12-02 18:15:13
BBG00MKGWS79,ID_BB_UNIQUE,COAV7146187,corp_pfd.dif,2022-12-02 18:15:13
BBG00MKGWS79,ID_CUSIP,76117UAD5,corp_pfd.dif,2022-12-02 18:15:13
BBG00MKGWS79,ID_ISIN,US76117UAD54,corp_pfd.dif,2022-12-02 18:15:13
BBG00MKGWS79,ID_SEDOL1,BHJYGL4,corp_pfd.dif,2022-12-02 18:15:13
BBG00MKGWS79,NAME,RESIDENTIAL RE 18 LTD,corp_pfd.dif,2022-12-02 18:15:13
BBG00MKGWS79,TICKER,RESID,corp_pfd.dif,2022-12-02 18:15:13
BBG00MM6WNF1,ID_BB_UNIQUE,COAV7477434,corp_pfd.dif,2022-12-02 18:15:13
BBG00MM6WNF1,ID_CUSIP,AV7477434,corp_pfd.dif,2022-12-02 18:15:13
BBG00MM6WNF1,ID_ISIN,CL0002487628,corp_pfd.dif,2022-12-02 18:15:13
BBG00MM6WNF1,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MM6WNF1,NAME,CONSORCIO FINANCIERO SA,corp_pfd.dif,2022-12-02 18:15:13
BBG00MM6WNF1,TICKER,CFINCL,corp_pfd.dif,2022-12-02 18:15:13
BBG00MM6ZRW0,ID_BB_UNIQUE,COAV7479745,corp_pfd.dif,2022-12-02 18:15:13
BBG00MM6ZRW0,ID_CUSIP,AV7479745,corp_pfd.dif,2022-12-02 18:15:13
BBG00MM6ZRW0,ID_ISIN,CL0002487610,corp_pfd.dif,2022-12-02 18:15:13
BBG00MM6ZRW0,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MM6ZRW0,NAME,ENJOY SA,corp_pfd.dif,2022-12-02 18:15:13
BBG00MM6ZRW0,TICKER,ENJOY,corp_pfd.dif,2022-12-02 18:15:13
BBG00MMM93C9,ID_BB_UNIQUE,COAV7889232,corp_pfd.dif,2022-12-02 18:15:13
BBG00MMM93C9,ID_CUSIP,AV7889232,corp_pfd.dif,2022-12-02 18:15:13
BBG00MMM93C9,ID_ISIN,CL0002493840,corp_pfd.dif,2022-12-02 18:15:13
BBG00MMM93C9,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MMM93C9,NAME,SALFACORP,corp_pfd.dif,2022-12-02 18:15:13
BBG00MMM93C9,TICKER,SALFCL,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNBY058,ID_BB_UNIQUE,COAV8054604,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNBY058,ID_CUSIP,AV8054604,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNBY058,ID_ISIN,XS1916095901,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNBY058,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNBY058,NAME,INTL BK RECON & DEVELOP,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNBY058,TICKER,IBRD,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNLT6P7,ID_BB_UNIQUE,COAV8509730,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNLT6P7,ID_CUSIP,AV8509730,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNLT6P7,ID_ISIN,AREMIM560044,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNLT6P7,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNLT6P7,NAME,EM INDUSTRIAL MEDITERRA,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNLT6P7,TICKER,EIMAAR,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNPXD05,ID_BB_UNIQUE,COAV8708811,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNPXD05,ID_CUSIP,AV8708811,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNPXD05,ID_ISIN,MX91GI020047,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNPXD05,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNPXD05,NAME,GRUPO GICSA,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNPXD05,TICKER,GGICS,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNT2ZR3,ID_BB_UNIQUE,COAV8832538,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNT2ZR3,ID_CUSIP,AV8832538,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNT2ZR3,ID_ISIN,CL0002491745,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNT2ZR3,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNT2ZR3,NAME,BANCO BTG PACTUAL CHILE,corp_pfd.dif,2022-12-02 18:15:13
BBG00MNT2ZR3,TICKER,BABTCL,corp_pfd.dif,2022-12-02 18:15:13
BBG00MPSJGV2,ID_BB_UNIQUE,COAV9468886,corp_pfd.dif,2022-12-02 18:15:13
BBG00MPSJGV2,ID_CUSIP,AV9468886,corp_pfd.dif,2022-12-02 18:15:13
BBG00MPSJGV2,ID_ISIN,CL0002492107,corp_pfd.dif,2022-12-02 18:15:13
BBG00MPSJGV2,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MPSJGV2,NAME,CIA GENERAL ELECTRICIDAD,corp_pfd.dif,2022-12-02 18:15:13
BBG00MPSJGV2,TICKER,CGECI,corp_pfd.dif,2022-12-02 18:15:13
BBG00MPSJHP7,ID_BB_UNIQUE,COAV9468910,corp_pfd.dif,2022-12-02 18:15:13
BBG00MPSJHP7,ID_CUSIP,AV9468910,corp_pfd.dif,2022-12-02 18:15:13
BBG00MPSJHP7,ID_ISIN,CL0002492123,corp_pfd.dif,2022-12-02 18:15:13
BBG00MPSJHP7,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MPSJHP7,NAME,CIA GENERAL ELECTRICIDAD,corp_pfd.dif,2022-12-02 18:15:13
BBG00MPSJHP7,TICKER,CGECI,corp_pfd.dif,2022-12-02 18:15:13
BBG00MPWH567,ID_BB_UNIQUE,COAV9616237,corp_pfd.dif,2022-12-02 18:15:13
BBG00MPWH567,ID_CUSIP,AV9616237,corp_pfd.dif,2022-12-02 18:15:13
BBG00MPWH567,ID_ISIN, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MPWH567,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MPWH567,NAME,NOVA GRP HLDS LTD/HONG K,corp_pfd.dif,2022-12-02 18:15:13
BBG00MPWH567,TICKER,MEGAEX,corp_pfd.dif,2022-12-02 18:15:13
BBG00MQLRRC4,ID_BB_UNIQUE,COAW0378827,corp_pfd.dif,2022-12-02 18:15:13
BBG00MQLRRC4,ID_CUSIP,AW0378827,corp_pfd.dif,2022-12-02 18:15:13
BBG00MQLRRC4,ID_ISIN,CL0002498898,corp_pfd.dif,2022-12-02 18:15:13
BBG00MQLRRC4,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MQLRRC4,NAME,SCOTIABANK CHILE,corp_pfd.dif,2022-12-02 18:15:13
BBG00MQLRRC4,TICKER,SUDAM,corp_pfd.dif,2022-12-02 18:15:13
BBG00MQLRTP6,ID_BB_UNIQUE,COAW0378843,corp_pfd.dif,2022-12-02 18:15:13
BBG00MQLRTP6,ID_CUSIP,AW0378843,corp_pfd.dif,2022-12-02 18:15:13
BBG00MQLRTP6,ID_ISIN,CL0002498906,corp_pfd.dif,2022-12-02 18:15:13
BBG00MQLRTP6,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MQLRTP6,NAME,SCOTIABANK CHILE,corp_pfd.dif,2022-12-02 18:15:13
BBG00MQLRTP6,TICKER,SUDAM,corp_pfd.dif,2022-12-02 18:15:13
BBG00MQLRWT5,ID_BB_UNIQUE,COAW0378876,corp_pfd.dif,2022-12-02 18:15:13
BBG00MQLRWT5,ID_CUSIP,AW0378876,corp_pfd.dif,2022-12-02 18:15:13
BBG00MQLRWT5,ID_ISIN,CL0002498880,corp_pfd.dif,2022-12-02 18:15:13
BBG00MQLRWT5,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MQLRWT5,NAME,SCOTIABANK CHILE,corp_pfd.dif,2022-12-02 18:15:13
BBG00MQLRWT5,TICKER,SUDAM,corp_pfd.dif,2022-12-02 18:15:13
BBG00MRX5LW2,ID_BB_UNIQUE,COAW1247120,corp_pfd.dif,2022-12-02 18:15:13
BBG00MRX5LW2,ID_CUSIP,AW1247120,corp_pfd.dif,2022-12-02 18:15:13
BBG00MRX5LW2,ID_ISIN, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MRX5LW2,ID_SEDOL1, ,corp_pfd.dif,2022-12-02 18:15:13
BBG00MRX5LW2,NAME,EMPEROR CAPITAL GP,corp_pfd.dif,2022-12-02 18:15:13
BBG00MRX5LW2,TICKER,EMPCGL,corp_pfd.dif,2022-12-02 18:15:13
BBG00MS1GMG5,ID_BB_UNIQUE,COAW1544724,corp_pfd.dif,2022-12-02 18:15:13
